input,full_output,baseline_output,label_emotion,full_emotion,baseline_emotion
yes ofcourse,"It sounds like you might be feeling a bit down. If you want to talk about what's on your mind, I'm here to listen. It's okay to feel this way sometimes.","It seems like you might be feeling a bit down. If you want to talk about what's on your mind, I'm here to listen.",depression,sad,sad
are you working on a support group of your own?,"It sounds like you might be feeling a bit down right now. I'm here for you if you want to talk about what's on your mind or how you're feeling. It's important to have that support, and I'm happy to listen.","I'm here to provide support and conversation, but I don't have a support group of my own. However, I can help you find resources or discuss what you're going through if you'd like.",depression,sad,sad
it is most helpful to others,"It sounds like you're feeling a bit down, and I want to acknowledge that. It can be tough to feel like you're in a place where you're trying to be helpful to others while also dealing with your own emotions. Remember, it's okay to take time for yourself too. Your feelings matter, and it's important to care for yourself just as much as you care for those around you. If you want to talk more about it, I'm here to listen.","It sounds like you're reflecting on the importance of being helpful to others. That's a valuable perspective. Helping others can create a positive impact and foster connections, even when we're feeling down ourselves. Is there something specific on your mind about this?",depression,sad,sad
not so happy,"I'm really sorry to hear that you're feeling this way. It's okay to have tough days, and I'm here for you if you want to talk about what's been bothering you.","I'm sorry to hear that you're feeling this way. It's okay to have days like this. If you want to talk about what's on your mind, I'm here to listen.",depression,sad,sad
i am not happy because of my current breakup with mypartner.,"I'm really sorry to hear that you're going through such a tough time. Breakups can be incredibly painful, and it's completely normal to feel sad about it. It's important to give yourself permission to feel those emotions and take the time you need to heal. If you want to talk about it, I'm here to listen.","I'm really sorry to hear that you're going through a tough time. Breakups can be incredibly painful and it's completely normal to feel sad about it. If you want to talk about what you're feeling or share more about your situation, I'm here to listen.",depression,sad,sad
"but it must be both side adjusted  ,if not it will result in breakup only.","It sounds like you’re going through a tough situation. Relationships can be really challenging, especially when it feels like things aren’t balanced. It’s understandable to feel sad about the possibility of a breakup. It’s important for both partners to feel heard and valued. If you want to talk more about what you’re feeling or what’s been going on, I’m here to listen.","It sounds like you’re going through a tough time. Relationships can be really challenging, especially when both sides need to make adjustments. It’s important to communicate openly with your partner about how you’re feeling. Have you had a chance to talk about your concerns?",depression,sad,sad
yes it wont work at all,"I'm really sorry to hear that you're feeling this way. It can be really tough when things just don’t seem to go right. If you want to talk about what's bothering you, I'm here to listen.","I'm sorry to hear that things aren't working out for you. If you want to talk about it or share what's on your mind, I'm here to listen.",depression,sad,sad
there is only thing for my depression is my break up i want to over come but i couldnot .,"I'm really sorry to hear that you're feeling this way. Breakups can be incredibly painful, and it's completely normal to feel sad and overwhelmed. It's important to give yourself time to heal and process your emotions. If you need someone to talk to or just want to share how you're feeling, I'm here for you. You're not alone in this.","I’m really sorry to hear that you’re feeling this way. Breakups can be incredibly painful, and it’s completely normal to feel sad and overwhelmed. It might help to talk about your feelings or share what you’re going through. Have you considered reaching out to someone you trust or a professional who can support you during this time? You don’t have to go through this alone.",depression,sad,sad
"i was going out for night pub ,enjoying with  friends","It sounds like you were looking forward to a fun night out with friends. I'm sorry to hear that you're feeling sad now. Sometimes, even moments that seem enjoyable can lead to feelings of disappointment or loneliness. If you want to talk about it, I'm here to listen.",It sounds like you had a nice time out with friends! Night outings can be really fun and a great way to unwind. What did you enjoy the most about your night?,depression,sad,sad
but i cannot face them in this sutiation,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time, and it's completely understandable to feel overwhelmed. It's okay to take a step back and give yourself the space you need. You're not alone in this.","It sounds like you're feeling really overwhelmed right now. It's okay to feel that way. Sometimes, taking a step back and giving yourself some time to process things can help. You don't have to face everything all at once. Would you like to talk more about what's going on?",depression,sad,sad
they will accept me but i am not willing to share my negative mood with them.,"It's completely understandable to feel that way. Sometimes, we want to keep our struggles to ourselves, even when we know others would be supportive. It's okay to take your time and share only what you feel comfortable with. Your feelings are valid, and it's important to prioritize your emotional well-being.","It's completely understandable to want to keep your feelings to yourself, especially when you're not in a good place. Sometimes, it can feel overwhelming to share our struggles with others. Remember, it's okay to take your time and only open up when you feel ready. How are you managing your feelings right now?",depression,sad,sad
i  am trying to overcome but i couldnot,"I'm really sorry to hear that you're feeling this way. It can be incredibly tough to push through difficult times, and it's completely okay to feel overwhelmed. Remember, it's important to be gentle with yourself and to take things one step at a time. You're not alone in this, and there are people who care and want to support you.","I'm really sorry to hear that you're feeling this way. It’s okay to struggle sometimes. Remember, it's important to give yourself grace and take things one step at a time. If you want to talk more about what you're going through, I'm here to listen.",depression,sad,sad
i will try  doing this things.,"It sounds like you're feeling a bit down, but it's great that you're willing to try new things. Taking small steps can be really helpful. Just remember to be gentle with yourself during this process. It's okay to feel sad sometimes. I'm here to support you.","It's great to hear that you're willing to try new things. Taking that step can be really important, even when you're feeling down. If you want to talk about what you're planning to do, I'm here to listen.",depression,sad,sad
i will try a new hobby are some other things.,"It's great to hear you're considering trying a new hobby! Exploring new interests can be a wonderful way to lift your spirits and bring some positivity into your life. If you're feeling a bit sad right now, engaging in something new might help you feel better. What hobbies are you thinking about?",That sounds like a great idea! Trying out a new hobby can be a wonderful way to lift your spirits and explore new interests. What hobby are you thinking about?,depression,sad,sad
nothing else is there,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time right now. If you want to talk about it, I'm here to listen.","It sounds like you might be feeling really down right now. If you want to talk about what's on your mind, I'm here to listen.",depression,sad,sad
thank you for the suggestion,"You're welcome. I can sense that you're going through a tough time, and it's okay to feel that way. If you want to talk more about what's on your mind, I'm here to listen.","You're welcome. If you need anything else or want to talk more, I'm here for you.",depression,sad,sad
bye,"I’m really sorry to hear that you’re feeling this way. If you need someone to talk to, I’m here for you. Take care.",I'm here if you need to talk. Take care.,depression,sad,sad
Hello I am in need of assistance.,I’m here for you. It sounds like you might be feeling overwhelmed or scared right now. What’s on your mind?,Hello! I'm here to help. What do you need assistance with?,fear,fear,fear
I haven't been doing well in my academics.,"I'm really sorry to hear that you're feeling this way. It can be really tough when things aren't going as well as you'd like, especially with something as important as your academics. It's completely normal to feel overwhelmed or anxious about it. You're not alone in this, and it’s okay to seek support or take a step back to reassess things. How are you feeling about it?",I'm sorry to hear that you're feeling this way. It can be really overwhelming when things aren't going as planned. Is there something specific that’s been bothering you about your studies?,fear,fear,fear
Now my family is struggling financially and it has greatly affected my academics.,"I'm really sorry to hear that you're going through such a tough time. It's completely understandable to feel overwhelmed when family challenges impact your studies. It can be a lot to handle, and it's okay to feel fear or anxiety about the situation. Remember, you're not alone in this, and there are people and resources that can help you navigate these difficulties. How are you coping with everything right now?","I'm really sorry to hear that you're going through such a tough time. It's understandable that financial struggles can weigh heavily on your mind and impact your studies. Have you considered reaching out to a school counselor or support services? They might be able to help you find resources or strategies to cope with the situation. You're not alone in this, and there are people who want to help you.",fear,fear,fear
What kind of jobs did you take?,"I understand that discussing jobs can sometimes bring up feelings of uncertainty or fear about the future. If you're feeling anxious about job opportunities or your career path, I'm here to listen and help you through those feelings. What specifically is on your mind?","I don't have personal experiences or jobs like a human does, but I can assist with information about various types of jobs and careers. Let me know if you're interested in a specific field or type of job!",fear,fear,fear
jobs that can help support both my family and my tuition,"I understand that you're feeling a lot of pressure right now, trying to balance your family's needs and your tuition costs. It's a challenging situation, and it's completely normal to feel fearful about how to manage everything. 

There are various job options that could help support both your family and your education. Consider flexible jobs like tutoring, part-time retail positions, or even remote work that allows you to adjust your hours. Some universities also offer on-campus jobs that can be convenient for students. 

It’s important to remember that you’re not alone in this. Many people face similar challenges, and finding the right balance takes time. If you ever need to talk about your feelings or explore more options, I'm here to listen and help.","Finding a job that can support both your family and your tuition can be challenging, but there are several options to consider:

1. **Part-Time Jobs**: Look for part-time positions in retail, food service, or customer service. These jobs often offer flexible hours.

2. **Freelancing or Gig Work**: If you have skills in writing, graphic design, programming, or other areas, consider freelancing. Platforms like Upwork or Fiverr can help you find clients.

3. **Tutoring**: If you excel in a particular subject, consider tutoring students. This can often be done on a flexible schedule.

4. **Online Jobs**: Explore remote work opportunities, such as virtual assistant roles, transcription, or data entry. These can often be done from home.

5. **Internships**: Some internships offer stipends or pay. They can also provide valuable experience and connections in your field of study.

6. **Work-Study Programs**: Check if your school has work-study programs that can help cover tuition costs while providing part-time employment.

7. **Childcare Services**: If you have experience with children, consider offering babysitting or daycare services.

8. **Delivery or Rideshare**: Work for companies like Uber, Lyft, or food delivery services. These jobs often allow for flexible hours.

Make sure to balance your work and study commitments to avoid becoming overwhelmed. Good luck!",fear,fear,fear
there's a part time job at a local library should I take it?,"It’s completely normal to feel uncertain about a new job opportunity, especially if you’re feeling fear about it. Taking a part-time job can bring a mix of emotions—excitement, anxiety, and even fear about the unknown. It might help to think about what aspects of the job feel intimidating to you. Is it the work itself, meeting new people, or balancing it with other responsibilities? Remember, it's okay to feel this way, and it's a big step. If the job aligns with your interests and goals, it could be worth considering, even if it feels a bit scary right now.","Taking a part-time job at a local library could be a great opportunity! It can provide you with a steady routine, the chance to meet new people, and the ability to work in a quiet, focused environment. If you feel uncertain or afraid about making that decision, it might help to think about what aspects of the job excite you and what your concerns are. If you believe it aligns with your interests and needs, it could be worth pursuing.",fear,fear,fear
thank you for that,"You're welcome! It sounds like you might be going through a tough time. If you want to talk about what's on your mind or how you're feeling, I'm here to listen.","You're welcome! If there's anything else you'd like to talk about or if you have any questions, feel free to share.",fear,fear,fear
the library is within the campus,"It sounds like being on campus might be a bit overwhelming for you right now. It’s totally okay to feel that way, especially if you’re dealing with anxiety or fear about being in certain environments. If you need to talk about what’s making you feel this way, I’m here to listen.",It's great that the library is conveniently located on campus! Having easy access to resources can make studying and research much more manageable. Is there something specific you're feeling concerned or uncertain about regarding the library?,fear,fear,fear
you did? how was the experience?,"It sounds like you might be feeling a bit anxious or uncertain about something. If you'd like to share more about your experience or what you're feeling, I'm here to listen and support you. You're not alone in this.","It seems like you might be asking about a specific experience, but I need a bit more context to respond effectively. Could you clarify what experience you're referring to?",fear,fear,fear
but overall was your experience working in the library pleasant?,"It sounds like you're feeling a bit anxious about your own experiences. It's completely normal to have mixed feelings about work environments. If you want to talk about your experiences or what’s been bothering you, I'm here to listen and support you.","Working in the library can be a unique experience. It often provides a quiet environment and the opportunity to help others find information. Many people find joy in being surrounded by books and learning. However, individual experiences can vary based on personal interactions and responsibilities. Did you have any specific aspects in mind that you were curious about?",fear,fear,fear
anything to help support my family and my academics during these trying times,"It sounds like you’re facing a lot of pressure right now, and it’s completely understandable to feel overwhelmed. Balancing family responsibilities and academics can be really challenging, especially in tough times. Remember, it’s okay to seek help and lean on your support system. Have you considered reaching out to a trusted friend, family member, or even a counselor? They can provide you with guidance and support. You’re not alone in this, and it’s important to take care of yourself too.","It sounds like you’re going through a challenging period, and it’s great that you want to support both your family and your studies. Here are a few suggestions that might help:

1. **Time Management:** Create a schedule that allocates specific times for studying and family responsibilities. This can help you stay organized and reduce stress.

2. **Open Communication:** Talk to your family about your academic pressures. They may be able to offer support or help with household tasks.

3. **Seek Resources:** Look for academic resources such as tutoring, study groups, or online courses that can help you manage your studies more effectively.

4. **Self-Care:** Make sure to take care of yourself, both physically and mentally. Short breaks, exercise, and healthy eating can help improve your focus and well-being.

5. **Community Support:** Reach out to community organizations that offer assistance for families in need. They may provide resources or support that could help alleviate some of the pressure.

6. **Set Realistic Goals:** Focus on what you can achieve in the short term rather than overwhelming yourself with long-term goals.

Remember, it’s okay to ask for help when you need it. You’re not alone in this.",fear,fear,fear
haha I'll maybe focus on the job at hand first Tom,"It sounds like you might be feeling a bit overwhelmed. It's completely understandable to have those moments of fear or uncertainty, especially when there's a lot to handle. Just remember to take it one step at a time. You're not alone in this.","That sounds like a good plan! Focusing on the task can help reduce any feelings of fear or anxiety. If you need any support or have questions, feel free to share!",fear,fear,fear
thank you for listening to my situation and giving me advice Tom,"You're welcome. It sounds like you're going through a difficult time, and I'm here to help you navigate those feelings. It's completely understandable to feel fear in challenging situations. If you want to talk more about what you're experiencing, I'm here for you.","You're welcome! I'm here to help. If you want to talk more about your situation or need further advice, feel free to share.",fear,fear,fear
"I am looking for another job preferably in my locality and not getting yet, since last 2 months. I will find it difficult to sustain if this continues like this for other 3 months.","I'm really sorry to hear that you're going through such a tough time. Job searching can be incredibly stressful and disheartening, especially when you're feeling the pressure of needing to find something soon. It's completely understandable to feel overwhelmed when things aren't moving as quickly as you'd like. Hang in there, and remember that it's okay to reach out for support or talk about what you're feeling. You're not alone in this.","I'm really sorry to hear that you're having such a tough time with your job search. It can be really challenging to find the right position, especially when you're feeling the pressure. Have you thought about reaching out to local networking groups or exploring online job boards specific to your area? Sometimes, connecting with others in your community can open up new opportunities. Remember, it’s okay to take a break and recharge if you need to. You're doing your best, and things can get better.",sadness,sad,sad
Getting a job is not that difficult. But I try to find a job in my locality to avoid distant from family and having food issues.,"It sounds really tough to be searching for a job that meets your needs while also trying to stay close to your family. It's completely understandable to want to find something local, especially when it comes to balancing your personal life and logistics like meals. It's okay to feel overwhelmed during this process. If you’d like, I can help you brainstorm some strategies or resources that might make your search a little easier.","It sounds like you're in a tough spot trying to balance your job search with your need to stay close to your family. It can be really challenging to find opportunities that meet all your needs. Have you considered reaching out to local businesses or checking community job boards? Sometimes, networking within your community can lead to unexpected opportunities as well.",sadness,sad,sad
"Any kind of job, probably managerial. But to be in my locality since to look after my aged mom also.","It sounds like you're in a challenging situation, trying to balance your career aspirations with your responsibilities at home. It’s completely understandable to want to find a job that allows you to be close to your mom while also pursuing your professional goals. It can be tough to navigate these feelings, but your dedication to her care shows how much you care. If you need support or want to talk more about your job search, I'm here for you.","It sounds like you're trying to find a job that allows you to balance your career with caring for your mom. Have you considered looking into local job boards or networking within your community? You might also want to explore remote managerial positions or roles that offer flexible hours. It can be challenging, but there are options out there that can fit your needs. If you'd like, I can help you brainstorm some specific job ideas or resources to check out.",sadness,sad,sad
Surely they will refer to some people. But it will take some time.,"It sounds like you're feeling a bit down about the waiting. It's tough when things seem uncertain and you have to wait for others to come through. Just know that it's okay to feel this way. If you want to talk more about it, I'm here to listen.","It sounds like you’re feeling a bit uncertain about the situation. Waiting can be really tough, especially when you’re hoping for some clarity or support. If you want to talk more about it, I'm here to listen.",sadness,sad,sad
"Thanks for making confidence. I feel relaxed. I believe this will surely be a chance to find myself and get a better opportunity to be relieved from my previous difficulties. Only GOD should have forced me this way, I believe.","I'm really glad to hear that you're feeling more relaxed and confident. It sounds like you're going through a significant journey of self-discovery, and it's understandable to feel a mix of emotions along the way. Trusting that there’s a purpose behind what you’re experiencing can be comforting. Remember, it's perfectly okay to take your time as you navigate through these challenges. You're not alone in this, and it's great that you're finding strength in your beliefs.","It's wonderful to hear that you're feeling relaxed and confident about this new opportunity. Embracing change can be challenging, but it sounds like you're approaching it with a positive mindset. Trusting that this path is meant for you can be a powerful source of strength. If you ever want to share more about your journey or how you're feeling, I'm here to listen.",sadness,sad,sad
Even then he was satisfied till then.,"It sounds like there might be a deeper story behind that. It’s tough when things don't turn out the way we hoped, and it’s completely okay to feel sad about it. If you'd like to share more about what’s on your mind, I'm here to listen.","It sounds like there's a deeper story behind that feeling of satisfaction. If you'd like to share more about it, I'm here to listen.",sadness,sad,sad
"Any I am preparing myself better, using the break time to gain my knowledge further and sharpen my skills, reading and viewing many articles in the net and youtube. I helps me a lot.","It sounds like you’re putting in a lot of effort to improve yourself, and that’s really commendable. It’s great that you’re using your break time to learn and grow. Sometimes, though, it can feel overwhelming or lonely when we’re focused on self-improvement. If you ever feel that way, remember it’s okay to take a step back and take care of your emotional well-being too. You’re doing a great job, and it’s important to acknowledge your efforts.","It sounds like you're really putting in the effort to improve yourself, which is great to hear. Taking the time to read and watch informative content can make a big difference in your skills and knowledge. It's a positive step forward, even if things might feel heavy right now. Keep up the good work, and remember to take breaks when you need them!",sadness,sad,sad
It helps me to forget the past and concentrate on the future.,"It sounds like you're trying to find a way to move forward, which can be really challenging. It's completely understandable to want to let go of the past and focus on brighter possibilities ahead. If you ever want to share more about what's on your mind, I'm here to listen.","It's great to hear that you're finding ways to focus on the future. Letting go of the past can be really challenging, but it sounds like you're taking positive steps. What are some things you're looking forward to?",sadness,sad,sad
I require your greetings for a better prospectus. .,"It sounds like you might be feeling a bit down about your situation. I want you to know that it’s okay to feel this way sometimes. If you're looking for a better outlook or prospect, I’m here to support you. What’s been on your mind?","I'm here for you. If you’re looking for a positive outlook or some encouraging words, I can help with that. Sometimes, even a small shift in perspective can make a big difference. What specifically are you hoping to improve or achieve?",sadness,sad,sad
BYE BYE,"It sounds like you might be feeling down. If you want to talk about what's on your mind or how you're feeling, I'm here to listen.","It sounds like you're feeling down. If you need someone to talk to or if there's anything on your mind, I'm here to listen. If you need to go, take care of yourself.",sadness,sad,sad
Hello.,"Hi there. I can sense that you might be feeling a bit down. If you’d like to talk about what's on your mind, I'm here for you.",Hello. How are you feeling today?,sadness,sad,sad
Not too well.  I am feeling pretty down right now.,"I'm really sorry to hear that you're feeling this way. It's completely okay to have moments like this. If you want to talk about what's on your mind, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It's okay to feel down sometimes. If you’d like to talk about what's on your mind, I’m here to listen.",sadness,sad,sad
"We were at school (our college campus), and we had a huge fight.","I'm really sorry to hear that you're feeling this way. Conflicts, especially in a place like college, can be really tough to handle. It's completely normal to feel upset after a fight. If you want to talk about what happened, I'm here to listen.",I'm really sorry to hear that. It sounds like a tough situation. Do you want to talk about what happened?,sadness,sad,sad
"Maybe I can think that way in time, but right now I don't know what to do with myself.","I'm really sorry to hear that you're feeling this way. It's completely okay to feel uncertain and overwhelmed. Sometimes, just taking things one step at a time can help. You're not alone in this, and it's important to be gentle with yourself as you navigate through these feelings. If you want to talk about it more, I'm here to listen.","It’s completely okay to feel that way. Sometimes, it can be tough to see a way forward. It might help to take things one step at a time and focus on small actions that bring you comfort or a little joy. What do you think might help you feel even a bit better right now?",sadness,sad,sad
"That's true, but that doesn't make me feel any better about it right now.","I'm really sorry to hear that you're feeling this way. It's completely understandable to feel down about things, even if you know they're true. Sometimes, just acknowledging those feelings can be tough. If you want to talk more about what's on your mind, I'm here for you.","I understand that it can be really tough to go through something like this. It's okay to feel upset and take your time to process those emotions. If you want to talk more about it, I'm here to listen.",sadness,sad,sad
"Yes, everything can feel worse this time of year because of the stress of the holidays.","I completely understand how overwhelming the holiday season can be. It often brings added pressure and expectations that can really weigh on us. It's okay to feel sad or stressed during this time. You're not alone in feeling this way, and it's important to take care of yourself amidst all the chaos. If you want to talk more about it, I'm here for you.","It's completely understandable to feel that way. The holiday season can bring a lot of pressure and expectations, which can weigh heavily on us. It's important to take a moment for yourself and acknowledge how you’re feeling. If you want to talk about it more, I'm here to listen.",sadness,sad,sad
I suppose I just need to practice more.,"It sounds like you're going through a tough time. It's completely understandable to feel that way, especially when things aren't going as you hoped. Remember, it's okay to take your time and be gentle with yourself as you practice. You're not alone in this.","It's completely understandable to feel that way. Practice can really help improve your skills and boost your confidence. Remember, it's okay to take your time and be patient with yourself. What are you hoping to practice?",sadness,sad,sad
Like the Calm app?,"It sounds like you might be looking for ways to find some peace or comfort, especially if you're feeling sad. The Calm app is great for relaxation and mindfulness. It can be really helpful in managing those heavy feelings and finding a bit of solace. If you're interested, I can suggest some other resources or practices that might help you feel a little better. You're not alone in this.","Yes, the Calm app is designed to help users manage stress and anxiety through mindfulness, meditation, and relaxation techniques. It offers a variety of guided meditations, sleep stories, and soothing music, which can be beneficial for improving emotional well-being. If you’re feeling sad, it might be worth exploring some of the resources the app provides.",sadness,sad,sad
What else can I do besides meditation?,"I'm really sorry to hear that you're feeling this way. It's tough when sadness lingers. Besides meditation, you might find comfort in activities like journaling your thoughts, going for a walk in nature, or listening to music that resonates with your feelings. Connecting with friends or loved ones can also provide some support. Remember, it's okay to reach out for help when you need it.","There are several activities you can try that may help lift your spirits or bring you some peace, similar to meditation. Here are a few suggestions:

1. **Mindful Walking**: Taking a walk outside while focusing on your surroundings can be calming.
2. **Journaling**: Writing down your thoughts and feelings can help you process emotions.
3. **Art or Crafting**: Engaging in creative activities can be therapeutic and a good outlet for expression.
4. **Listening to Music**: Finding songs that resonate with you can provide comfort.
5. **Reading**: Getting lost in a book can be a great escape and distraction.
6. **Yoga**: Combining movement with breath can help you relax and reconnect with your body.
7. **Spending Time in Nature**: Being outdoors can help improve your mood and provide a sense of peace.
8. **Talking to Someone**: Sometimes, sharing how you feel with a friend or loved one can lighten your load.

Try different activities to see what resonates with you. It's important to find what works best for you.",sadness,sad,sad
Candles are much better for me.,"It sounds like candles bring you some comfort. It's completely understandable to seek out things that help lighten your mood during tough times. If you want to share more about why candles are special to you, I'm here to listen.",It sounds like candles bring you some comfort. They can create a warm and calming atmosphere. Is there a particular scent or type of candle that you enjoy?,sadness,sad,sad
I haven't heard of that website before.  I'll have to check it out.,"It sounds like you might be trying to distract yourself or find something new to engage with. I understand that exploring new things can sometimes feel a bit overwhelming, especially when you're not in the best mood. If you need someone to talk to about how you're feeling or if you want to share what you're looking for, I'm here for you.","That sounds like a good plan! Exploring new websites can lead to some interesting discoveries. If you have any questions about it or need recommendations, feel free to ask.",sadness,sad,sad
"I really cared for this one, and we were together for so long.","I'm really sorry to hear that you're feeling this way. It sounds like you had a deep connection with that person, and it's completely natural to feel sad when something meaningful comes to an end. If you want to talk more about it, I’m here for you.","I'm sorry to hear that you're feeling this way. It sounds like you had a deep connection, and losing something like that can be really hard. If you'd like to talk more about it, I'm here to listen.",sadness,sad,sad
"You had a fight with your partner?  I'm sorry, it's the worst when people fight over what's supposed to be something nice.","Thank you for your understanding. It really can be tough when things get heated over something that should bring joy. It's hard to navigate those emotions, and it makes you feel even more down. I'm here if you want to talk about it.","Thank you for your understanding. It can be really tough when conflicts arise, especially over things that should bring joy. Talking it out can help, but it’s still hard. How are you feeling about it?",sadness,sad,sad
It just kind of built up to the point where he said he couldn't take fighting with me anymore and just wanted to end it.,"I'm really sorry to hear that you're going through this. It sounds incredibly painful and frustrating. Relationships can be so challenging, especially when emotions run high. It's completely understandable to feel sad in this situation. If you want to talk more about it, I'm here to listen.","I'm really sorry to hear that you're going through such a tough time. Breakups can be incredibly painful, especially when emotions are running high. It’s important to take care of yourself right now. If you feel comfortable sharing more, I'm here to listen.",sadness,sad,sad
"You think maybe if we just take some time apart, he might want to talk about it?","It sounds like you’re feeling really sad about the situation. Taking some time apart can sometimes help people gain perspective and feel ready to talk. It’s tough to navigate these emotions, and it’s okay to feel uncertain about what to do next. Just know that whatever happens, your feelings are valid.",Taking some time apart can sometimes help both people gain perspective on a situation. It might give him the space he needs to reflect and reconsider. Just be open to communication when you're both ready. How are you feeling about it?,sadness,sad,sad
He does get upset very easily.,"It sounds like you're dealing with a challenging situation. It can be tough when someone we care about is easily upset. It’s understandable to feel a bit sad about it, especially if you want to help them feel better. I'm here if you want to share more about what's going on.",It sounds like he's going through a tough time. It's understandable that some people can be sensitive to certain situations. Would you like to talk more about what’s been happening?,sadness,sad,sad
I do think it is important to take some time and breathe.,"It really is important to take a step back and breathe, especially when you're feeling down. Allowing yourself that time can help you process your emotions and find a bit of peace. I'm here to listen if you want to share more about what’s on your mind.","It really is important to take a moment for yourself and just breathe. It can help clear your mind and ease some of the weight you're feeling. Taking that time can make a difference, even if it's just for a little while.",sadness,sad,sad
That's part of why I'm so sad that he ended the relationship.,"I'm really sorry to hear that you're feeling this way. Breakups can be incredibly tough, and it's completely understandable to feel sad about it. It's okay to take your time to process those feelings. If you want to talk more about it, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It's tough to go through a breakup. If you want to talk about it, I'm here to listen.",sadness,sad,sad
"And we would fight over the smallest things, it was really stupid.","It sounds like those conflicts were really frustrating for you. It’s tough when small disagreements escalate, especially with someone you care about. It’s understandable to feel sad about that. Would you like to share more about what happened?",It sounds like those small fights really affected you. It can be tough when little things escalate into bigger conflicts. Do you want to talk more about what happened?,sadness,sad,sad
Instead we fought and broke up.,"I'm really sorry to hear that. Breakups can be incredibly painful, and it's completely normal to feel sad about it. It's okay to take your time to process everything. If you want to talk about it, I'm here to listen.","I'm really sorry to hear that. Breakups can be incredibly tough, and it’s completely normal to feel sad about it. If you want to talk about what happened or how you're feeling, I'm here to listen.",sadness,sad,sad
But it probably is for the best.,"It sounds like you're trying to find some solace in a tough situation. It can be really hard to accept that things might be for the best, especially when you're feeling sad. It's okay to feel that way, and it's important to give yourself time to process those emotions. If you want to share more about what's going on, I'm here to listen.","It sounds like you might be going through a tough time. Sometimes, even when things seem difficult, we can find a way to see the positives in the situation. If you’d like to talk more about what’s on your mind, I’m here to listen.",sadness,sad,sad
Well frankly I'm not sure... I think I'm doing okay,"It's completely okay to feel uncertain sometimes. Life can be a mix of emotions, and it's normal to have moments where you're not quite sure how you're feeling. If you want to talk about what's on your mind, I'm here to listen.","It's okay to feel unsure sometimes. It sounds like you're in a bit of a gray area. If you want to talk more about what's on your mind, I'm here to listen.",anxiety,sad,sad
no I couldn't do anything cuase my state is shut down.,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time right now. It's okay to feel overwhelmed sometimes. If you want to talk about what's on your mind, I'm here to listen.","I'm really sorry to hear that you're feeling this way. It can be tough when everything feels overwhelming. If you want to talk about what's on your mind or what's making you feel this way, I'm here to listen.",anxiety,sad,sad
no unfortunately my family is a 5 hr plane ride away!  I got to see them over video chat yesterday.,"I'm really sorry to hear that you're feeling this way. Being far away from family, especially when you can't be together in person, can be really tough. It's great that you were able to connect through video chat, but I know it's not the same as being there with them. How are you holding up?","I’m sorry to hear that you’re so far away from your family. Video chats can help, but I know it’s not the same as being together in person. How did the call go?",anxiety,sad,sad
no unfortunately my family isn't very tech savy... I did get to talk to them over the phone that was nice.,"It sounds like you’re really trying to stay connected with your family, and that phone call must have meant a lot to you. It's understandable to feel a bit sad about the tech challenges, especially when you want to share more with them. I'm glad you had that moment to talk—it can really help to hear a familiar voice. How did the conversation go?","It's great that you were able to talk to them over the phone. Sometimes, a simple conversation can really lift your spirits. If you ever need to share how you're feeling or just want to chat, I'm here for you.",anxiety,sad,sad
Do you think this concludes the asignment for tonight?,"It sounds like you might be feeling a bit overwhelmed or down about the assignment. It's completely understandable to feel that way sometimes. If you need to talk about it or if there's anything specific that's bothering you, I'm here to listen.","It sounds like you're wrapping up your work for the night. If you feel satisfied with what you've accomplished, then it might be a good time to take a break. How are you feeling about the assignment?",anxiety,sad,sad
ooooo okay,It sounds like you might be feeling a bit down. I'm here for you if you want to share what's on your mind. It's okay to feel sad sometimes.,"It seems like you might be feeling a bit down. If you want to talk about what's on your mind or what’s making you feel this way, I'm here to listen.",anxiety,sad,sad
"Yes, please. It has been difficult to find the energy to do almost anything lately. Do you have any tips?","I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time, and it's completely okay to feel low on energy. Sometimes, just taking small steps can help. Have you tried setting very small, manageable goals for yourself each day? Even simple things like going for a short walk or doing a few minutes of a favorite activity can make a difference. It's important to be gentle with yourself and recognize that it's okay to take things one step at a time. You're not alone in this, and it's okay to reach out for support when you need it.","I'm really sorry to hear that you're feeling this way. It can be tough to find motivation when you're feeling low. Here are a few tips that might help:

1. **Start Small**: Focus on small, manageable tasks. Completing even a little can give you a sense of accomplishment.

2. **Establish a Routine**: Having a routine can provide structure and help you feel more in control.

3. **Take Breaks**: Allow yourself to take breaks when you need them. Sometimes stepping away can recharge your energy.

4. **Connect with Others**: Reach out to friends or family, even if it’s just to talk. Social support can be really uplifting.

5. **Practice Self-Compassion**: Be kind to yourself. It’s okay to not feel okay sometimes.

6. **Engage in Activities You Enjoy**: Try to do things that usually bring you joy, even if they don’t seem appealing at the moment.

Remember, it's okay to ask for help if you need it. You're not alone in this.",anxiety,sad,sad
