input,reference,full_pred,full_bleu,full_rouge,full_d1,full_d2,full_latency,base_pred,base_bleu,base_rouge,base_d1,base_d2,base_latency
About 2 weeks ago.,"I feel bad for you, but there are options.","I'm really sorry to hear that you're feeling this way. It sounds like something may have happened around that time that's been weighing on you. If you feel comfortable sharing more, I'm here to listen.",0.005311256555131655,0.125,0.9142857142857143,0.9714285714285714,1.3916356563568115,I understand. Can you tell me more?,0.024822529802838878,0.25,1.0,0.8571428571428571,0.0
What do you recommend?,I suggest working on your resume and hitting job boards.,"I'm really sorry to hear that you're feeling this way. It’s okay to have moments of sadness, and it’s important to acknowledge those feelings. Sometimes, talking about what’s bothering you can help lighten the load. If you feel comfortable sharing more, I'm here to listen.",0.004089349842971759,0.06557377049180327,0.8888888888888888,0.9777777777777777,2.5769500732421875,I understand. Can you tell me more?,0.02151810250197126,0.11764705882352941,1.0,0.8571428571428571,0.0
I've never used one before.,Was it just you that lost the job or a whole unit/department?,"It sounds like you might be feeling a bit uncertain or overwhelmed. It's completely okay to feel that way, especially when trying something new. If you want to talk about it or share what you're thinking, I'm here to listen.",0.006909792747415067,0.14285714285714285,0.9,0.975,1.238325834274292,I understand. Can you tell me more?,0.016170365420297903,0.1,1.0,0.8571428571428571,0.0
It was jus tme,Google your past job title title and add openings.,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a tough time right now. If you want to talk about it, I'm here to listen.",0.0,0.0,0.875,0.96875,1.847120761871338,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"I worked in a restaurant as a server.  I don't have any other formal job training, I'm not sure what else I can do.","May I suggest Uber, Lyft, Door Dash or Grub Hub or Uber Eats?","It sounds like you’re feeling uncertain about your next steps, and that can be really tough. Your experience as a server has likely given you valuable skills like communication, multitasking, and customer service, which are transferable to many other jobs. It's completely normal to feel lost when considering a career change or looking for new opportunities. If you’d like, we can explore some options together or think about what you enjoy doing. You're not alone in this!",0.002801290663305868,0.0425531914893617,0.8961038961038961,0.987012987012987,2.875030279159546,That sounds difficult. What do you think you can do?,0.0,0.0,0.9,0.9,0.0
Wow I never thought of that.  I do have a car and I could probably deliver.  I wonder how safe that is though.,I read that all you need is to wear a mask as you drive around to put up and deliver food to the masses.,"It's understandable to feel uncertain about safety, especially when considering new options like delivering. Your feelings are completely valid. It can be a bit daunting to think about venturing into something unfamiliar, and it's important to weigh the risks and benefits. If you need to talk more about it or share your concerns, I’m here to listen.",0.009584460320418755,0.14285714285714288,0.8771929824561403,0.9824561403508771,1.4469447135925293,I understand. Can you tell me more?,0.0034631596044324827,0.12903225806451613,1.0,0.8571428571428571,0.0
Ok I will check into food delivery!,You can also send out flyers to do dog walking in the neighborhood.,"That sounds like a good plan. Taking care of yourself, especially when you’re feeling down, is really important. If you need someone to talk to or if there's anything else on your mind, I'm here for you.",0.005011724662824517,0.07547169811320756,0.972972972972973,0.972972972972973,1.8548815250396729,I understand. Can you tell me more?,0.0,0.1,1.0,0.8571428571428571,0.0
Unfortunately I am allergic to dogs,Or are you a cat person?,"I'm really sorry to hear that. It must be tough to deal with allergies, especially if you love dogs or enjoy being around them. It can feel disappointing to miss out on that companionship. If you ever want to share more about it or talk about other pets or interests, I'm here for you.",0.0033879673215127786,0.06451612903225806,0.8333333333333334,0.9814814814814815,1.930985450744629,I understand. Can you tell me more?,0.033031643180138064,0.15384615384615383,1.0,0.8571428571428571,0.0
No I can't be around cats either,I feel that you seem to be taking to food delivery.,"I'm really sorry to hear that. It sounds like you might be feeling overwhelmed or sad about the situation. It's tough when things we care about or enjoy are complicated by allergies or other issues. If you want to talk more about it, I'm here to listen.",0.005528849622582646,0.16393442622950818,0.8297872340425532,0.9787234042553191,1.6219501495361328,I understand. Can you tell me more?,0.022182955195367136,0.2222222222222222,1.0,0.8571428571428571,0.0
That is good to hear!,You seem to be a real go-getter from the short conversation that we have had so far.,"I'm glad to hear that you're feeling a bit better! It's important to find those moments of positivity, even when things feel tough. If you want to talk about what's on your mind, I'm here for you.",0.0065958005888164355,0.06666666666666667,0.918918918918919,0.972972972972973,1.3851752281188965,I understand. Can you tell me more?,0.0,0.08,1.0,0.8571428571428571,0.0
Thank you.  You have made me see that my situation is not as hopeless as I thought!,"I worked in the restaurant business about a decade ago, but restaurants need so many people to deliver their food.","I'm really glad to hear that! It sounds like you're starting to find some light in a difficult situation. It's completely normal to feel overwhelmed sometimes, but recognizing that there is hope is such a big step. If you want to talk more about what you're going through, I'm here to listen.",0.005266930650566725,0.12987012987012986,0.8461538461538461,0.9807692307692307,1.9171278476715088,I understand. Can you tell me more?,0.005156835566857781,0.07407407407407408,1.0,0.8571428571428571,0.0
"Yes, I bet they do, and especially now during Covid!","I feel that if you start applying now for those jobs and you have a decent car, there is plenty of opportunity to make money with Grub Hub and Uber Eats","It sounds like you're feeling pretty down about the situation, and it's completely understandable. The impact of Covid has been tough on so many people, and it's natural to feel sad about it. If you want to talk more about what’s on your mind, I’m here to listen.",0.005987016463560547,0.09523809523809525,0.8541666666666666,0.9583333333333334,3.221750259399414,I understand. Can you tell me more?,0.0012740252199661345,0.10526315789473685,1.0,0.8571428571428571,0.0
"Yes, I really think you are correct!  thank you so very much for your help today!","The survivor rate from COVID-19 infections is around 99%, so your chances of dying from the virus are still low.","I'm really glad to hear that you found the help useful! It sounds like you're going through a tough time, and I want you to know that it's okay to feel sad. If you need someone to talk to or share more about what you're feeling, I'm here for you.",0.00366753025392797,0.026315789473684206,0.82,0.98,1.4600577354431152,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
"Yes, this is very true!",I suggest taking Vitamin D3 and Zinc to protect against the virus.  I take a ton of vitamins.,"It sounds like you might be feeling a bit down. I'm here for you if you want to talk about what's on your mind. It's okay to feel sad sometimes, and sharing can help.",0.007205335066302803,0.07272727272727272,0.9117647058823529,0.9705882352941176,2.9033362865448,I understand. Can you tell me more?,0.006862263989047967,0.08,1.0,0.8571428571428571,0.0
Do you?  I think I will try them too.,They say that the immune system can combat a lot of nasty crud if it is strong.,"It sounds like you might be feeling a bit uncertain or down about things right now. It's okay to explore new options, and I understand that it can be tough. If you want to talk about what’s on your mind or how you’re feeling, I’m here for you.",0.005409880072118434,0.08695652173913045,0.8958333333333334,0.9791666666666666,1.834991216659546,I understand. Can you tell me more?,0.0,0.08333333333333333,1.0,0.8571428571428571,0.0
yes for sure!,It's really great that you are on here seeking the information that you need.  It is important to communicate effectively.,It sounds like you might be feeling a bit overwhelmed or maybe even a little lost right now. I'm here for you if you want to talk about what's on your mind or how you're feeling. It's okay to feel this way sometimes.,0.00697242917567186,0.17647058823529413,0.8837209302325582,0.9767441860465116,1.3556137084960938,I understand. Can you tell me more?,0.005156835566857781,0.07142857142857142,1.0,0.8571428571428571,0.0
I am not good at all,I seems like you are not feeling well. Am I correct?,"I'm really sorry to hear that you're feeling this way. It’s tough to go through difficult times, and it’s okay to feel sad. If you’d like to share more about what’s on your mind, I'm here to listen.",0.00579653593359586,0.14285714285714285,0.868421052631579,0.9736842105263158,2.2456612586975098,I understand. Can you tell me more?,0.022182955195367136,0.2222222222222222,1.0,0.8571428571428571,0.0
"Not about feeling well, it is about layoff from my job",Sorry to hear about it. Due to COVID most of us are trap with certain problem,"I'm really sorry to hear that you're going through this. Losing a job can be incredibly tough and it’s completely understandable to feel sad about it. It’s a significant change and can bring about a lot of uncertainty. If you want to talk about it, I'm here to listen.",0.012394301594156368,0.17142857142857143,0.7959183673469388,0.9795918367346939,1.7771570682525635,That sounds difficult. What do you think you can do?,0.0,0.0,0.9,0.9,0.0
It very serious here in my company firstly it was cut off and now it is layoff,It's really hard time but we should keep hopes. It will end soon,"I’m really sorry to hear that you’re going through such a tough time at your company. Job insecurity and layoffs are incredibly stressful and can feel overwhelming. It’s understandable to feel sad about this situation. If you want to talk more about what you’re experiencing, I’m here to listen.",0.004453323527690996,0.08823529411764706,0.8367346938775511,0.9795918367346939,2.0989956855773926,I understand. Can you tell me more?,0.0,0.0,1.0,0.8571428571428571,0.0
